file,span_count,rule_matches_sum,rule_matches_per_span
trace-22d856c072ee4f66292289473d260abe.json,2,3,1.5
trace-22fc777565a69b77c8bd8c4202f92408.json,10,3,0.3
trace-233025fba86aca11c66f93a702b8ee9f.json,3,1,0.3333333333333333
trace-236d6745b77491c18631808da692fd05.json,3,1,0.3333333333333333
trace-23d25c78efa848440a2d635cbfe74c59.json,3,1,0.3333333333333333
trace-23f26c839f15fe1b7f1ebebc84fd6652.json,5,1,0.2
trace-24868725cd53a55492e4e073d0b5e017.json,3,1,0.3333333333333333
trace-24d00086184c10da7dc31dd2122d0772.json,11,2,0.18181818181818182
trace-24e57bda352dca6237d60d0dd78b8430.json,2,2,1.0
trace-252ae81709d764c3aad3bc04d1c7e7e5.json,3,1,0.3333333333333333
trace-254d8f2b3eb0e9b4c050f67d26aba66c.json,2,1,0.5
trace-2605447d40798f72fef3f341aa315a95.json,7,3,0.42857142857142855
trace-265c7c06e75625da5355a07951726b3f.json,5,4,0.8
trace-26b5c4f5122c58f44866c235002d3f49.json,2,2,1.0
trace-26bad1dc83c71bfc171a6d812da96cc1.json,2,3,1.5
trace-273f0dee84b3387ec204b0e02c529578.json,3,1,0.3333333333333333
trace-274ee0ac670cd21664042389114293d6.json,2,1,0.5
trace-274f693aedc03e7c59a51f0081a3c4da.json,8,1,0.125
trace-2775166b794211f8372b055ecdc21e85.json,2,2,1.0
trace-27e3ac03e87409fdfb5f0b36fd89cff8.json,48,5,0.10416666666666667
trace-288e1e619a791d24f6de4fba9b144a19.json,3,1,0.3333333333333333
trace-2895ba9af6bdb2b634be3fbed31aaaf7.json,2,2,1.0
trace-28b1986aac6c72e312da5175353ce43f.json,3,1,0.3333333333333333
trace-29f5e6ea1f3921a8eef4703d1285d937.json,3,1,0.3333333333333333
trace-2a33acd7880e03c9d1eb116f518113a7.json,2,3,1.5
trace-2a4104ef682952cfd6c39be1ca4958de.json,3,1,0.3333333333333333
trace-2b0e76325bbbd7c0695ef401bbb5913a.json,2,2,1.0
trace-2b7136008a4a131379807de80e2030cb.json,3,1,0.3333333333333333
trace-2b8b6e4521be78a39b8de9375bd3e4e3.json,3,1,0.3333333333333333
