iter	Logloss
485	0.02777817259
486	0.02761702158
487	0.02755675855
488	0.02750503668
489	0.02748879828
490	0.0274732063
491	0.02744926269
492	0.0274123547
493	0.02735447784
494	0.02734314747
495	0.02733483773
496	0.02732082989
497	0.02690589378
498	0.02689291743
499	0.02687956998
500	0.02686026904
501	0.02682595273
502	0.02679647262
503	0.02678083875
504	0.02654397637
505	0.02652256259
506	0.02623638648
507	0.02586745019
508	0.02585294157
509	0.02580980476
510	0.02579330899
511	0.02576718071
512	0.02575788139
513	0.02574859204
514	0.02573973963
515	0.02572611087
516	0.02557977373
517	0.02553843255
518	0.02552180909
519	0.02551040091
520	0.02549846202
521	0.02547757296
522	0.02545308269
523	0.02541249566
524	0.0253923488
525	0.02537958592
526	0.02536891794
527	0.02535905998
528	0.02525297069
529	0.02493180191
530	0.02492115787
531	0.02490976166
532	0.02490004136
533	0.02489089966
534	0.0247431799
535	0.0245473734
536	0.02436969071
537	0.02435925017
538	0.02434612019
539	0.02431289721
540	0.02427933705
541	0.0242567222
542	0.02409464545
543	0.02408246515
544	0.02401674941
545	0.02400626498
546	0.02397288638
547	0.02396151012
548	0.02373586439
549	0.02372525826
550	0.02370240998
551	0.02361984732
552	0.02360855885
553	0.02359051684
554	0.02355427323
555	0.02332799904
556	0.02331565713
557	0.023293567
558	0.02328579994
559	0.02326356018
560	0.02324489769
561	0.02322377919
562	0.02318594945
563	0.02317626107
564	0.02316751839
565	0.023148405
566	0.02313709459
567	0.02310022849
568	0.02299192261
569	0.02298402786
570	0.02297421779
571	0.02296248839
572	0.02295230323
573	0.02291866925
574	0.0228796923
575	0.02286583011
576	0.02285644898
577	0.02282700279
578	0.02273810558
579	0.02273105478
580	0.0227225994
581	0.02271426173
582	0.02253603037
583	0.02252225597
584	0.02251300652
585	0.02250240438
586	0.02237460404
587	0.02235327605
588	0.02234579629
589	0.02232755477
590	0.0222459817
591	0.02222157123
592	0.02186514643
593	0.02185618029
594	0.02184612681
595	0.02183782107
596	0.02181831264
597	0.0217975393
598	0.02178346562
599	0.0217740007
