iter	Logloss
0	0.6380468392
1	0.5915132786
2	0.5425484629
3	0.4960382693
4	0.4653632511
5	0.4388952854
6	0.4048863176
7	0.3844071392
8	0.363280037
9	0.3317952176
10	0.3074789965
11	0.284245926
12	0.2605302882
13	0.2479517151
14	0.2326439893
15	0.2201186144
16	0.2109090574
17	0.2022332227
18	0.1947946908
19	0.1839517889
20	0.1780732287
21	0.1724107495
22	0.1674662315
23	0.1626011677
24	0.1589903572
25	0.1538287366
26	0.1490471972
27	0.1443474422
28	0.1407949057
29	0.1363192921
30	0.133329591
31	0.1309000119
32	0.1269749278
33	0.1251741593
34	0.1246745537
35	0.1218865127
36	0.1184880165
37	0.1172918216
38	0.1151163029
39	0.1126931881
40	0.1120041724
41	0.1115576612
42	0.1100338493
43	0.109776852
44	0.1085852619
45	0.1066202299
46	0.106439359
47	0.1025040279
48	0.1022056117
49	0.1019570738
50	0.1014561194
51	0.09979110782
52	0.09922915024
53	0.09906558911
54	0.09852852283
55	0.09813872142
56	0.09774880828
57	0.09704881133
58	0.09524868921
59	0.09505004564
60	0.09490653162
61	0.09472089632
62	0.09455784594
63	0.09429746492
64	0.09420659851
65	0.09341646139
66	0.09333187566
67	0.09325586103
68	0.0931515953
69	0.0916263309
70	0.09068480296
71	0.0905338032
72	0.09043110165
73	0.08921250539
74	0.08893269176
75	0.08817658365
76	0.08807336336
77	0.08678820143
78	0.08672019927
79	0.08593378905
80	0.08586707973
81	0.08336395998
82	0.08323378144
83	0.08315693684
84	0.08306702011
85	0.08228469593
86	0.082053803
87	0.08163236674
88	0.08066281115
89	0.08058891935
90	0.08029711895
91	0.08015092347
92	0.08004846932
93	0.07988229855
94	0.0795802272
95	0.07942140651
96	0.07934546371
97	0.07909700561
98	0.07891258336
99	0.07800083879
100	0.07790377948
101	0.07785789139
102	0.0777771443
103	0.07771205503
104	0.07646405847
105	0.07637250573
106	0.07432613612
107	0.0737238449
108	0.0736262509
109	0.07352833768
110	0.07341162231
111	0.07335488068
112	0.07293309327
113	0.07285450891
114	0.07110718603
115	0.07084229601
116	0.07065229536
117	0.07057185153
118	0.07050741667
119	0.07030108783
120	0.06995851525
121	0.06979013387
122	0.06853169078
123	0.06838618961
124	0.06832162705
125	0.06824487024
126	0.06816259089
127	0.06809237811
128	0.0679892137
129	0.06669236826
130	0.06656039011
131	0.06643548271
132	0.06635606439
133	0.06621235883
134	0.06614702616
135	0.06579059936
136	0.06560863511
137	0.06555692122
138	0.06543246074
139	0.0648469087
140	0.06478009563
141	0.06458906549
142	0.06442795438
143	0.06435338822
144	0.06412028069
145	0.06402324533
146	0.06394010408
147	0.06388322679
148	0.06375222625
149	0.06368310282
150	0.06363905424
151	0.06356299173
152	0.06349916338
153	0.06343266156
154	0.06336790348
155	0.06329905937
156	0.06323210664
157	0.06317285115
158	0.06307003388
159	0.06299329303
160	0.0628586813
161	0.06280361958
162	0.06274008651
163	0.06265512171
164	0.06228395885
165	0.06154206807
166	0.06146934541
167	0.06137076182
168	0.06129801124
169	0.06124297745
170	0.06078997017
171	0.05970410622
172	0.05962341899
173	0.05902854568
174	0.05897668815
175	0.05879869022
176	0.05837955634
177	0.05741274606
178	0.05717927941
179	0.05711024376
180	0.05690584223
181	0.05685164639
182	0.05679971304
183	0.05675132305
184	0.05669788935
185	0.05664797907
186	0.05658513632
187	0.05654105182
188	0.05620694659
189	0.05592576829
190	0.05587889859
191	0.05506379036
192	0.05497541388
193	0.05478416826
194	0.05473029564
195	0.05468449134
196	0.05429056399
197	0.05372396174
198	0.05365044502
199	0.05344631881
200	0.05338709125
201	0.05335273902
202	0.05311329095
203	0.05305685259
204	0.0530096078
205	0.05219044945
206	0.05212020076
207	0.05205673154
208	0.05184877068
209	0.05173372325
210	0.05169904781
211	0.05164772497
212	0.05160766266
213	0.05111936146
214	0.05081287687
215	0.05076749155
216	0.05072507898
217	0.05039724246
218	0.0503421129
219	0.05030128846
220	0.05022201378
221	0.05019368686
222	0.04994504921
223	0.04989552199
224	0.04964034827
225	0.04948292816
226	0.04936672753
227	0.04931772703
228	0.04923218364
229	0.04916960425
230	0.04888674205
231	0.04797750337
232	0.04791665975
233	0.04787952631
234	0.04783928045
235	0.04779068695
236	0.04775372509
237	0.0477166515
238	0.04766403581
239	0.04763294763
240	0.04752515849
241	0.0474978451
242	0.04744080021
243	0.04705805759
244	0.04690306356
245	0.04683877634
246	0.04679465992
247	0.04675518818
248	0.04670212957
249	0.04667716246
250	0.04664109042
251	0.04660667834
252	0.04657977994
253	0.04654036805
254	0.04619797902
255	0.04614413832
256	0.0461140078
257	0.04587885326
258	0.0457901815
259	0.04565839488
260	0.04562450553
261	0.04558830181
262	0.04545724542
263	0.04513835109
264	0.0446876462
265	0.0445742667
266	0.0445368659
267	0.04451308789
268	0.04447144544
269	0.04443934373
270	0.04440478401
271	0.04434584773
272	0.04431540996
273	0.0442347746
274	0.04419243785
275	0.04416253477
276	0.0440980999
277	0.04407158058
278	0.04404857268
279	0.04384490137
280	0.04378588928
281	0.04337247745
282	0.04316649577
283	0.04235647912
284	0.04233378247
285	0.0422020996
286	0.04214671466
287	0.04210998423
288	0.04195312277
289	0.04192070582
290	0.04187987739
291	0.04183218968
292	0.0418048284
293	0.04176562401
294	0.04164094805
295	0.04159466891
296	0.04155845722
297	0.04152957166
298	0.04147935811
299	0.04143163849
300	0.04140634018
301	0.04116751858
302	0.04112612353
303	0.04107514784
304	0.04103453489
305	0.04097335209
306	0.04094734352
307	0.04089859839
308	0.04087403828
309	0.04083886406
310	0.04081453539
311	0.04074528427
312	0.04064672861
313	0.04062527692
314	0.04058971565
315	0.04052076779
316	0.0404970616
317	0.04014849563
318	0.04010062437
319	0.04004895837
320	0.0399794
321	0.03996118841
322	0.03994190743
323	0.03990309807
324	0.03984771314
325	0.03980953424
326	0.03941824047
327	0.03909736697
328	0.03902379439
329	0.03899996051
330	0.03896886834
331	0.0389325928
332	0.03890551882
333	0.03888830879
334	0.03883642731
335	0.03867209207
336	0.03865072019
337	0.03851041834
338	0.03848234679
339	0.03842606804
340	0.03839115318
341	0.03835563181
342	0.03826367207
343	0.0382430743
344	0.03820827915
345	0.03818537102
346	0.03815955797
347	0.03810295201
348	0.03768868626
349	0.03765708732
350	0.03763783826
351	0.03720874866
352	0.03673000415
353	0.03670853651
354	0.03661482504
355	0.0365945824
356	0.03657961889
357	0.0365614512
358	0.0365415198
359	0.03650759454
360	0.03645132376
361	0.03642441339
362	0.03638863663
363	0.0363234915
364	0.03630843222
365	0.0362828147
366	0.03625761615
367	0.03623555395
368	0.03620874732
369	0.03587105484
370	0.03563053339
371	0.03538751004
372	0.03536808541
373	0.0353341761
374	0.03531585677
375	0.03526477734
376	0.03524573577
377	0.03493687299
378	0.03491892874
379	0.03482687723
380	0.03478438884
381	0.03475096236
382	0.03466460096
383	0.03462950256
384	0.03439316291
385	0.03437467599
386	0.0343507663
387	0.03428503858
388	0.03426650778
389	0.03425086592
390	0.03423289375
391	0.03414173206
392	0.03410601915
393	0.03405934098
394	0.03403534351
395	0.03401893552
396	0.03367302707
397	0.03357654635
398	0.03355260474
399	0.03353578575
400	0.03344896747
401	0.03341590211
402	0.03340098848
403	0.03337319625
404	0.03289007243
405	0.03257508058
406	0.03236925452
407	0.03224257545
408	0.03222811072
409	0.03220641563
410	0.03212898446
411	0.03210915881
412	0.03209574951
413	0.03207936746
414	0.03205780604
415	0.03201232495
416	0.03198975798
417	0.03196703141
418	0.03187750573
419	0.03186077852
420	0.03182410396
421	0.03177525907
422	0.03175416452
423	0.03172860884
424	0.03169231335
425	0.03168001933
426	0.03165893076
427	0.03164320511
428	0.03162452666
429	0.03133783779
430	0.03132260893
431	0.03128945179
432	0.03125962852
433	0.031215556
434	0.03116902547
435	0.03113360385
436	0.0311022563
437	0.03072203552
438	0.03070087912
439	0.03053906572
440	0.03049894955
441	0.03012048849
442	0.0301050262
443	0.03008741514
444	0.03005579825
445	0.02985767141
446	0.02984297525
447	0.02982913899
448	0.02981307616
449	0.02976658554
450	0.02973419453
451	0.02969472478
452	0.02967663689
453	0.0295225726
454	0.02950351907
455	0.02946871993
456	0.02943904031
457	0.02941812731
458	0.02933865511
459	0.02913435533
460	0.0290399296
461	0.02902196341
462	0.0289971998
463	0.0289751795
464	0.02893840518
465	0.02892529516
466	0.02890954955
467	0.02886947728
468	0.02875544736
469	0.02874254881
470	0.02839356985
471	0.02836780069
472	0.02835433353
473	0.02829180602
474	0.02827764056
475	0.02804624486
476	0.02801463394
477	0.0279886134
478	0.02793811654
479	0.02792498457
480	0.0278931901
481	0.02788259993
482	0.0278684644
483	0.02782620147
484	0.02781345056
